FNo,ObjectCount,Time,Type,start,end,ObjectColour
839,0,0,NA,NA,NA,NA
840,0,0,NA,NA,NA,NA
841,1,355.674,Sedan,"(139, 258)","(2, 120)",Silver
842,0,0,NA,NA,NA,NA
843,0,0,NA,NA,NA,NA
844,1,405.126,Hatchback,"(153, 260)","(4, 183)",Black
845,0,0.995,NA,NA,NA,NA
846,0,1.001,NA,NA,NA,NA
847,1,364.6,Hatchback,"(158, 259)","(60, 250)",Black
848,1,303.996,Hatchback,"(171, 254)","(82, 271)",Black
849,0,0,NA,NA,NA,NA
850,1,356.487,Hatchback,"(159, 259)","(116, 317)",Silver
851,1,318.039,Hatchback,"(156, 261)","(138, 342)",Silver
852,1,320.997,Hatchback,"(157, 263)","(164, 356)",Silver
853,0,0,NA,NA,NA,NA
854,1,307.395,Hatchback,"(169, 253)","(212, 357)",Black
855,1,273.996,Hatchback,"(166, 253)","(239, 357)",Black
856,1,304.331,Hatchback,"(167, 252)","(254, 360)",Black
857,1,316,Hatchback,"(165, 257)","(275, 360)",Black
858,1,273.998,Sedan,"(155, 262)","(293, 360)",Black
859,0,0,NA,NA,NA,NA
860,0,0.997,NA,NA,NA,NA
861,0,0,NA,NA,NA,NA
862,0,0,NA,NA,NA,NA
863,0,0.999,NA,NA,NA,NA
864,0,1,NA,NA,NA,NA
865,0,0,NA,NA,NA,NA
866,0,0,NA,NA,NA,NA
867,0,0,NA,NA,NA,NA
868,0,0,NA,NA,NA,NA
869,0,1.001,NA,NA,NA,NA
870,0,1.001,NA,NA,NA,NA
871,0,0,NA,NA,NA,NA
872,0,1,NA,NA,NA,NA
873,0,4.006,NA,NA,NA,NA
874,1,376.29,Sedan,"(98, 180)","(293, 358)",Blue
875,1,505.519,Sedan,"(99, 174)","(279, 360)",Blue
876,0,0,NA,NA,NA,NA
877,1,374.643,Hatchback,"(99, 178)","(236, 360)",Blue
878,1,331.179,Hatchback,"(98, 177)","(230, 360)",Blue
879,1,354.762,Hatchback,"(100, 172)","(219, 354)",Blue
880,1,300.823,Hatchback,"(97, 175)","(201, 342)",Blue
881,1,272.062,Hatchback,"(99, 172)","(188, 331)",Blue
882,1,292.996,Hatchback,"(98, 177)","(169, 315)",Blue
883,1,255.636,Hatchback,"(97, 175)","(157, 296)",Blue
884,1,328.857,Hatchback,"(96, 176)","(143, 274)",Blue
885,1,356.998,Hatchback,"(97, 176)","(119, 262)",Blue
886,1,363.024,Hatchback,"(97, 174)","(108, 242)",Blue
887,1,323.586,Hatchback,"(98, 180)","(89, 235)",Blue
888,1,310.522,Hatchback,"(99, 174)","(76, 212)",Blue
889,1,319.819,Hatchback,"(102, 177)","(61, 200)",Blue
890,1,329.819,Hatchback,"(100, 178)","(25, 193)",Blue
891,1,333.226,Hatchback,"(98, 175)","(26, 167)",Blue
892,1,382.132,Hatchback,"(96, 176)","(7, 154)",Blue
893,1,259.998,Hatchback,"(99, 173)","(4, 133)",Blue
894,1,299.517,Hatchback,"(94, 174)","(0, 124)",Blue
895,1,308.001,Hatchback,"(95, 174)","(0, 105)",Blue
896,1,298.998,Hatchback,"(91, 176)","(0, 86)",Blue
897,1,344.996,Sedan,"(95, 178)","(0, 69)",Blue
898,1,259.994,Sedan,"(82, 180)","(0, 59)",Blue
899,0,0,NA,NA,NA,NA
900,0,0,NA,NA,NA,NA
901,0,0,NA,NA,NA,NA
902,0,0,NA,NA,NA,NA
903,0,0,NA,NA,NA,NA
904,0,4.999,NA,NA,NA,NA
905,0,0,NA,NA,NA,NA
906,0,0,NA,NA,NA,NA
907,0,0,NA,NA,NA,NA
908,0,0,NA,NA,NA,NA
909,0,1.055,NA,NA,NA,NA
910,0,0,NA,NA,NA,NA
911,0,0,NA,NA,NA,NA
912,0,0.997,NA,NA,NA,NA
913,0,0,NA,NA,NA,NA
914,0,0,NA,NA,NA,NA
915,0,0,NA,NA,NA,NA
916,0,0,NA,NA,NA,NA
917,0,0,NA,NA,NA,NA
918,0,1.001,NA,NA,NA,NA
919,0,0,NA,NA,NA,NA
920,0,1,NA,NA,NA,NA
921,0,1.001,NA,NA,NA,NA
922,0,0,NA,NA,NA,NA
923,0,0,NA,NA,NA,NA
924,0,0,NA,NA,NA,NA
925,0,0,NA,NA,NA,NA
926,0,0,NA,NA,NA,NA
927,0,0,NA,NA,NA,NA
928,0,0,NA,NA,NA,NA
929,0,0,NA,NA,NA,NA
930,0,0,NA,NA,NA,NA
931,1,287.03,Sedan,"(93, 164)","(319, 360)",Red
932,1,256.061,Sedan,"(90, 171)","(303, 357)",Red
933,1,323.61,Sedan,"(90, 171)","(292, 360)",Red
934,1,339.353,Hatchback,"(91, 170)","(273, 359)",Red
935,1,278.586,Sedan,"(94, 168)","(258, 360)",Red
936,1,280.827,Hatchback,"(88, 173)","(243, 358)",Red
937,1,331.025,Sedan,"(92, 173)","(231, 360)",Red
938,1,253.738,Hatchback,"(89, 172)","(209, 356)",Red
939,1,241.668,Hatchback,"(90, 170)","(198, 346)",Red
940,1,382.309,Hatchback,"(90, 174)","(176, 332)",Red
941,1,366.876,Sedan,"(91, 171)","(173, 315)",Red
942,2,546.181,Sedan,"(162, 255)","(0, 79)",Silver
942,2,546.181,Hatchback,"(92, 172)","(153, 300)",Red
943,2,490.101,Sedan,"(163, 255)","(0, 93)",Silver
943,2,490.101,Sedan,"(92, 169)","(142, 282)",Red
944,2,616.081,Sedan,"(135, 259)","(0, 116)",Silver
944,2,616.081,Hatchback,"(88, 171)","(124, 271)",Red
945,2,492.662,Sedan,"(142, 253)","(0, 135)",Silver
945,2,492.662,Hatchback,"(89, 169)","(109, 253)",Red
946,2,457.366,Sedan,"(173, 252)","(0, 150)",Silver
946,2,457.366,Hatchback,"(88, 171)","(76, 249)",Red
947,2,573.459,Hatchback,"(174, 252)","(0, 172)",Silver
947,2,573.459,Hatchback,"(94, 165)","(80, 219)",Red
948,2,724.256,Hatchback,"(173, 252)","(2, 192)",Silver
948,2,724.256,Hatchback,"(91, 167)","(62, 209)",Red
949,2,646.778,Hatchback,"(172, 254)","(22, 208)",Silver
949,2,646.778,Sedan,"(97, 166)","(48, 191)",Red
950,2,580.333,Sedan,"(93, 169)","(38, 174)",Red
950,2,580.333,Hatchback,"(173, 251)","(40, 222)",Silver
951,2,520.59,Hatchback,"(175, 254)","(55, 246)",Silver
951,2,520.59,Sedan,"(89, 169)","(19, 156)",Red
952,2,553.077,Hatchback,"(157, 259)","(77, 267)",Silver
952,2,553.077,Sedan,"(89, 167)","(6, 143)",Red
953,2,569.557,Hatchback,"(154, 261)","(90, 283)",Silver
953,2,569.557,Sedan,"(90, 168)","(0, 130)",Red
954,2,562.181,Hatchback,"(153, 261)","(122, 293)",Silver
954,2,562.181,Sedan,"(86, 170)","(0, 122)",Red
955,2,517.153,Hatchback,"(178, 255)","(133, 325)",Silver
955,2,517.153,Sedan,"(87, 168)","(0, 103)",Red
956,2,514.513,Hatchback,"(155, 260)","(149, 339)",Silver
956,2,514.513,Sedan,"(86, 168)","(0, 81)",Red
957,2,442.996,Hatchback,"(152, 266)","(184, 347)",Silver
957,2,442.996,Hatchback,"(86, 168)","(0, 70)",Red
958,2,460.057,Hatchback,"(83, 168)","(3, 50)",Red
958,2,460.057,Hatchback,"(178, 257)","(190, 360)",Silver
959,1,278.958,Hatchback,"(172, 252)","(218, 357)",Silver
960,1,344.038,Hatchback,"(169, 255)","(241, 356)",Silver
961,1,245.944,Hatchback,"(167, 256)","(252, 360)",Silver
962,1,252.257,Hatchback,"(165, 259)","(268, 358)",Silver
963,1,422.634,Hatchback,"(161, 262)","(291, 356)",Silver
964,0,0,NA,NA,NA,NA
965,0,1.036,NA,NA,NA,NA
966,0,0,NA,NA,NA,NA
967,0,0,NA,NA,NA,NA
968,0,2.048,NA,NA,NA,NA
969,0,0,NA,NA,NA,NA
970,0,0.999,NA,NA,NA,NA
971,0,0,NA,NA,NA,NA
972,0,0,NA,NA,NA,NA
973,0,1,NA,NA,NA,NA
974,0,0,NA,NA,NA,NA
975,0,0,NA,NA,NA,NA
976,0,0,NA,NA,NA,NA
977,0,1.034,NA,NA,NA,NA
978,0,0,NA,NA,NA,NA
979,0,0,NA,NA,NA,NA
980,0,1.002,NA,NA,NA,NA
981,0,0,NA,NA,NA,NA
982,0,0,NA,NA,NA,NA
983,0,2.042,NA,NA,NA,NA
984,0,0,NA,NA,NA,NA
985,0,1,NA,NA,NA,NA
986,0,0,NA,NA,NA,NA
987,0,0,NA,NA,NA,NA
988,0,0,NA,NA,NA,NA
989,0,0,NA,NA,NA,NA
990,0,0,NA,NA,NA,NA
991,0,0.997,NA,NA,NA,NA
992,0,0,NA,NA,NA,NA
993,0,1.027,NA,NA,NA,NA
994,0,0,NA,NA,NA,NA
995,0,0.96,NA,NA,NA,NA
996,0,0,NA,NA,NA,NA
997,0,0,NA,NA,NA,NA
998,0,0,NA,NA,NA,NA
999,0,1.032,NA,NA,NA,NA
1000,0,0,NA,NA,NA,NA
1001,0,0,NA,NA,NA,NA
1002,0,0.998,NA,NA,NA,NA
1003,0,0.527,NA,NA,NA,NA
1004,0,0,NA,NA,NA,NA
1005,0,0,NA,NA,NA,NA
1006,0,0,NA,NA,NA,NA
1007,0,0.999,NA,NA,NA,NA
1008,0,0,NA,NA,NA,NA
1009,0,0,NA,NA,NA,NA
1010,0,0,NA,NA,NA,NA
1011,0,0,NA,NA,NA,NA
1012,0,0,NA,NA,NA,NA
1013,0,0,NA,NA,NA,NA
1014,0,0,NA,NA,NA,NA
1015,0,0,NA,NA,NA,NA
1016,0,0,NA,NA,NA,NA
1017,0,0,NA,NA,NA,NA
1018,0,1.001,NA,NA,NA,NA
1019,0,0,NA,NA,NA,NA
1020,0,0,NA,NA,NA,NA
1021,0,0,NA,NA,NA,NA
1022,0,1.065,NA,NA,NA,NA
1023,0,0,NA,NA,NA,NA
1024,0,0,NA,NA,NA,NA
1025,0,0,NA,NA,NA,NA
1026,0,0,NA,NA,NA,NA
1027,0,0,NA,NA,NA,NA
1028,0,0,NA,NA,NA,NA
1029,0,0,NA,NA,NA,NA
1030,0,0,NA,NA,NA,NA
1031,0,0,NA,NA,NA,NA
1032,0,0,NA,NA,NA,NA
1033,0,0,NA,NA,NA,NA
1034,0,0,NA,NA,NA,NA
1035,0,0,NA,NA,NA,NA
1036,0,0,NA,NA,NA,NA
1037,0,0,NA,NA,NA,NA
1038,0,2.076,NA,NA,NA,NA
1039,0,0,NA,NA,NA,NA
1040,0,0,NA,NA,NA,NA
1041,1,252.746,Sedan,"(99, 181)","(309, 358)",Black
1042,0,0,NA,NA,NA,NA
1043,1,255.775,Sedan,"(89, 178)","(274, 359)",Black
1044,1,222.773,Sedan,"(93, 178)","(261, 360)",Black
1045,1,283.301,Sedan,"(91, 181)","(240, 360)",Black
1046,1,246.998,Sedan,"(99, 181)","(227, 358)",Black
1047,1,238.175,Sedan,"(106, 177)","(210, 359)",Black
1048,1,260.575,Hatchback,"(99, 182)","(180, 348)",Black
1049,1,241.051,Sedan,"(100, 180)","(181, 332)",Black
1050,1,222.114,Hatchback,"(99, 182)","(152, 322)",Black
1051,1,222.705,Hatchback,"(102, 181)","(125, 301)",Black
1052,1,227.997,Sedan,"(104, 177)","(125, 277)",Black
1053,1,263.996,Hatchback,"(98, 183)","(97, 270)",Black
1054,1,228.995,Hatchback,"(98, 181)","(80, 242)",Black
1055,1,273.999,Hatchback,"(101, 180)","(68, 229)",Black
1056,1,190.02,Hatchback,"(99, 181)","(39, 224)",Black
1057,1,217.996,Hatchback,"(100, 183)","(35, 199)",Black
